talk_id,rank,words_no,top1k,top3k,top5k,top10k,top50k
2790,4.2,4,2,0,0,0,0
117,4.0,4,1,1,0,0,0
2701,2.5,6,3,1,0,0,0
110,2.0,7,4,1,0,0,0
1323,2.1,8,5,1,0,0,0
81,2.1,8,4,2,0,0,0
1117,2.7,8,4,1,0,0,0
101,3.0,8,4,1,0,0,0
1500,3.6,8,4,1,0,1,0
1262,5.5,8,3,1,1,0,1
755,2.0,10,6,2,1,0,0
2250,2.3,10,6,2,0,0,0
153,4.0,10,5,1,0,1,1
119,5.3,10,4,2,1,1,2
1431,3.2,11,6,2,0,1,1
1750,3.4,11,5,2,1,1,1
1173,4.3,11,5,2,1,1,1
383,3.7,11,5,2,0,1,1
1661,4.8,11,4,1,1,2,1
736,4.9,11,5,2,1,0,2
587,4.8,11,4,2,1,1,2
1470,5.4,11,3,2,0,1,2
298,1.9,12,7,2,0,0,0
1716,2.8,12,6,2,1,0,1
381,4.0,12,7,1,0,1,1
975,4.7,12,6,1,0,1,1
1609,4.1,12,5,2,1,1,1
1397,4.6,12,5,2,1,1,1
959,4.0,12,5,2,0,1,1
849,4.4,12,4,2,1,1,1
1962,4.9,12,5,2,1,1,2
1176,2.6,13,8,1,1,0,1
553,2.6,13,8,2,0,1,1
1763,3.5,13,7,2,1,1,1
1704,4.1,13,6,2,1,1,1
1469,3.3,13,5,3,1,1,1
1171,4.0,13,7,2,0,0,2
1411,5.4,13,6,2,1,1,2
490,4.2,13,6,2,0,1,2
2345,2.8,14,8,2,0,1,1
1286,3.4,14,8,1,1,1,1
2117,2.8,14,7,2,1,1,1
2049,3.5,14,7,2,1,1,1
196,3.6,14,7,2,1,1,1
1178,4.0,14,7,2,1,1,1
1282,4.1,14,7,2,1,1,1
235,3.5,14,6,3,1,1,1
623,3.6,14,6,3,1,1,1
1281,4.1,14,6,3,1,1,1
2851,4.4,14,4,4,2,2,1
360,4.7,14,6,3,0,1,2
588,4.3,14,6,2,1,1,2
901,5.3,14,5,2,1,1,2
2313,5.5,14,6,2,1,2,2
1167,3.0,15,8,3,1,1,1
511,3.5,15,8,2,1,1,1
523,3.5,15,7,2,1,1,1
683,3.6,15,7,3,1,2,1
407,3.8,15,7,3,1,2,1
1140,4.1,15,7,2,1,2,1
236,4.8,15,7,3,1,1,2
1444,4.6,15,7,3,0,1,2
681,4.3,15,7,2,1,1,2
856,4.4,15,7,2,1,1,2
1301,4.0,15,6,3,1,1,2
1134,4.8,15,6,2,0,2,2
551,5.7,15,5,3,1,2,3
1796,2.9,16,9,3,1,0,1
1634,2.3,16,9,3,1,1,1
1228,2.8,16,9,3,1,1,1
2798,3.3,16,9,3,1,1,1
282,3.1,16,9,2,1,1,1
572,2.8,16,8,3,1,1,1
2031,2.9,16,8,3,1,1,1
1665,3.7,16,7,4,1,1,1
2089,3.8,16,7,3,1,1,1
356,3.8,16,8,2,1,2,1
563,3.6,16,7,3,1,2,1
1726,3.9,16,9,3,0,1,2
1109,3.4,16,8,3,1,1,2
1963,4.2,16,7,3,1,1,2
811,4.5,16,7,3,1,1,2
1111,4.6,16,7,3,1,1,2
1581,4.6,16,7,3,1,1,2
252,4.8,16,6,3,1,1,2
1210,4.1,16,8,3,1,2,2
1326,4.6,16,8,2,0,2,2
2763,4.1,16,7,3,1,2,2
1252,5.2,16,6,2,1,2,2
1096,2.6,17,9,4,1,1,1
2100,3.0,17,9,3,1,1,1
1298,3.8,17,8,3,2,1,1
292,3.5,17,8,2,1,2,1
1592,3.8,17,7,3,1,2,1
1804,3.9,17,9,3,1,1,2
1643,3.9,17,8,3,1,1,2
408,4.2,17,8,3,1,1,2
836,4.4,17,7,4,2,1,2
860,4.3,17,7,3,2,1,2
594,4.4,17,8,3,1,2,2
531,4.2,17,7,3,1,2,2
201,4.1,17,7,2,1,2,2
2047,4.9,17,7,3,1,3,2
10,5.9,17,6,4,1,1,3
2589,5.0,17,7,3,1,2,3
131,5.2,17,7,2,1,2,3
566,4.9,17,5,4,1,2,3
2237,5.4,17,6,4,1,3,3
1413,6.1,17,6,2,1,2,4
642,3.0,18,11,3,1,1,1
518,3.1,18,9,3,1,1,1
2869,3.3,18,8,4,1,1,1
1862,3.6,18,8,4,1,1,1
1915,3.7,18,9,3,2,1,2
2482,3.9,18,9,2,2,1,2
2028,3.8,18,8,4,1,1,2
1792,3.9,18,8,4,1,1,2
2073,4.2,18,8,4,1,1,2
1700,4.3,18,8,4,1,1,2
734,4.2,18,8,3,2,1,2
218,4.4,18,8,3,2,1,2
1508,4.7,18,9,2,1,2,2
1448,3.8,18,8,3,2,2,2
1187,3.9,18,8,3,2,2,2
2138,4.4,18,8,3,1,2,2
1204,4.3,18,7,4,2,2,2
239,4.1,18,8,4,1,1,3
26,5.3,18,7,3,2,1,3
803,4.4,18,8,3,1,2,3
1219,5.5,18,8,2,1,2,3
412,5.0,18,7,3,1,2,3
2756,5.3,18,6,4,1,2,3
1122,5.8,18,6,4,1,2,3
2837,3.0,19,10,4,1,1,1
1001,3.2,19,9,5,1,1,1
1144,3.6,19,10,3,1,2,1
2795,3.3,19,9,4,1,2,1
1697,3.5,19,10,4,1,1,2
578,3.8,19,10,3,1,1,2
158,3.8,19,10,2,1,1,2
2161,3.5,19,9,4,1,1,2
957,3.8,19,9,3,1,1,2
997,3.9,19,9,3,1,1,2
1608,3.7,19,9,3,1,2,2
565,3.9,19,8,4,1,2,2
2536,4.3,19,8,4,1,2,2
654,3.8,19,8,3,2,2,2
2157,4.6,19,7,4,2,2,2
2092,5.0,19,9,3,2,1,3
682,4.4,19,7,5,1,1,3
1104,4.7,19,8,3,2,2,3
2052,4.9,19,7,4,2,2,3
1781,5.3,19,7,3,1,2,3
2245,5.5,19,7,4,1,2,4
1639,5.5,19,6,4,1,2,4
2280,6.5,19,5,4,2,2,4
1136,2.3,20,11,4,1,1,1
1161,3.4,20,10,4,1,1,1
1600,3.0,20,10,4,2,2,1
1353,3.3,20,9,4,2,2,1
1518,3.8,20,10,4,1,1,2
2136,3.6,20,10,3,1,1,2
1238,3.9,20,9,5,1,1,2
2180,4.2,20,9,5,1,1,2
684,3.7,20,9,4,1,1,2
1973,3.6,20,8,4,2,1,2
789,3.2,20,10,4,1,2,2
82,3.7,20,10,4,1,2,2
149,4.0,20,10,4,1,2,2
1420,3.8,20,10,3,2,2,2
2882,3.5,20,9,4,1,2,2
1495,4.2,20,9,4,0,2,2
1885,4.2,20,9,3,1,2,2
1385,4.2,20,9,4,1,3,2
2368,4.7,20,9,3,1,3,2
2758,4.0,20,8,4,2,3,2
664,4.3,20,9,4,2,1,3
188,4.2,20,9,3,2,1,3
710,4.3,20,10,3,2,2,3
1006,4.4,20,9,3,2,2,3
165,4.8,20,9,3,0,2,3
966,4.8,20,8,4,2,2,3
1991,4.9,20,8,4,2,2,3
986,4.8,20,8,4,1,2,3
657,5.1,20,8,4,1,2,3
719,5.3,20,8,4,1,2,3
894,5.1,20,7,4,2,2,3
2309,4.6,20,8,4,2,3,3
626,4.7,20,8,4,1,3,3
2760,4.9,20,8,4,0,3,3
2014,6.4,20,6,3,2,3,5
2096,2.6,21,12,4,1,1,1
1646,2.9,21,11,4,2,1,1
1736,3.0,21,11,4,2,2,1
2232,3.2,21,10,5,1,2,1
2208,3.3,21,10,4,2,2,1
1061,3.5,21,11,4,1,2,2
1699,3.8,21,11,2,2,2,2
2538,3.2,21,10,5,1,2,2
1451,3.6,21,10,4,1,2,2
203,3.7,21,9,5,2,2,2
2548,4.5,21,9,5,2,2,2
1482,3.7,21,9,5,2,3,2
2766,4.5,21,8,4,1,4,2
2304,4.0,21,11,3,1,1,3
2244,4.3,21,10,3,1,2,3
2755,4.5,21,9,5,1,2,3
1068,4.2,21,9,4,2,2,3
1537,4.2,21,9,4,1,2,3
1415,5.0,21,9,4,1,2,3
786,4.3,21,9,3,2,2,3
2064,4.4,21,8,4,2,2,3
2657,4.6,21,8,4,2,2,3
2160,4.8,21,7,5,2,2,3
2063,4.9,21,7,4,2,2,3
783,4.3,21,9,3,2,3,3
1404,5.0,21,9,3,2,3,3
601,6.0,21,8,3,1,3,4
2822,5.6,21,7,3,2,3,4
1602,2.9,22,12,4,1,2,1
846,3.2,22,9,5,2,3,1
1212,3.0,22,12,4,2,1,2
1071,3.2,22,12,4,1,1,2
2212,3.2,22,12,3,2,1,2
2059,3.5,22,11,5,2,1,2
2457,3.1,22,11,4,1,1,2
2062,3.9,22,11,3,2,2,2
911,4.1,22,9,5,2,2,2
828,4.2,22,10,5,1,3,2
862,4.0,22,10,3,2,3,2
788,3.8,22,9,5,2,3,2
1730,3.6,22,11,5,1,1,3
1498,3.9,22,11,4,1,1,3
423,4.3,22,11,4,1,1,3
1745,4.1,22,11,4,1,2,3
1430,4.3,22,11,4,1,2,3
1603,4.0,22,11,3,1,2,3
1849,4.3,22,10,4,1,2,3
1709,4.9,22,10,4,1,2,3
222,4.3,22,10,3,2,2,3
1624,4.6,22,10,3,2,2,3
2306,4.5,22,10,3,1,2,3
805,5.0,22,9,4,2,2,3
1390,4.3,22,9,4,1,2,3
2496,5.1,22,8,5,2,2,3
2071,5.1,22,8,4,2,2,3
2314,5.0,22,9,4,2,3,3
1450,4.6,22,9,3,2,3,3
1206,5.1,22,8,5,2,3,3
900,5.1,22,9,3,2,2,4
2249,5.3,22,9,3,1,3,4
2761,4.9,22,8,4,2,3,4
1215,6.0,22,8,4,1,3,4
516,5.9,22,7,3,2,3,4
2765,5.9,22,6,4,1,4,4
2454,3.4,23,10,5,2,3,1
1663,3.5,23,12,4,2,1,2
2786,3.5,23,12,4,1,1,2
2195,4.0,23,10,5,2,1,2
2488,3.1,23,13,3,2,2,2
2012,3.3,23,12,4,1,2,2
1299,3.6,23,11,5,2,2,2
2061,3.7,23,11,4,2,2,2
1744,4.0,23,11,4,1,2,2
2238,3.7,23,10,5,2,2,2
752,3.9,23,10,5,2,2,2
2324,3.4,23,10,4,2,2,2
2649,3.9,23,10,4,2,2,2
1435,3.8,23,10,5,1,3,2
502,3.6,23,12,5,1,1,3
1058,4.3,23,12,3,2,1,3
2729,3.8,23,10,4,2,1,3
1471,3.8,23,12,4,1,2,3
602,4.5,23,11,4,2,2,3
766,4.7,23,11,4,1,2,3
2158,4.8,23,11,3,2,2,3
1992,4.1,23,10,5,1,2,3
2437,4.0,23,10,4,2,2,3
2162,4.2,23,10,4,2,2,3
2697,4.2,23,10,4,2,2,3
1371,4.3,23,10,4,2,2,3
2149,4.4,23,9,5,3,2,3
2696,4.5,23,9,5,3,2,3
2018,4.4,23,9,5,2,2,3
2872,5.1,23,9,4,2,2,3
1798,4.8,23,8,5,2,2,3
2614,4.2,23,9,5,2,3,3
2150,4.3,23,9,5,2,3,3
978,4.5,23,9,5,2,3,3
2829,4.8,23,9,5,2,3,3
2407,4.8,23,9,4,2,3,3
2213,4.8,23,8,4,2,3,3
592,4.6,23,11,4,2,1,4
1976,4.9,23,9,4,1,2,4
1626,5.6,23,8,5,2,3,4
838,3.3,24,11,5,2,2,2
556,3.6,24,11,5,2,2,2
1814,3.6,24,11,4,3,2,2
1182,3.2,24,11,4,2,2,2
2844,3.1,24,13,4,1,3,2
2828,3.9,24,11,4,2,3,2
2388,4.1,24,10,5,2,3,2
224,4.0,24,10,4,2,3,2
501,3.9,24,11,5,2,2,3
1438,4.5,24,11,4,2,2,3
1721,4.1,24,10,5,2,2,3
2586,4.1,24,10,5,2,2,3
485,4.4,24,10,5,2,2,3
1965,4.4,24,10,5,2,2,3
108,5.1,24,9,6,1,2,3
532,4.6,24,11,4,2,3,3
2391,4.5,24,11,3,1,3,3
2119,4.0,24,10,5,1,3,3
1102,4.8,24,10,5,1,3,3
1016,4.5,24,10,4,1,3,3
2623,5.1,24,10,5,2,2,4
1742,4.5,24,10,4,2,2,4
893,5.3,24,10,4,2,2,4
2504,5.5,24,10,4,2,2,4
888,4.6,24,9,5,2,2,4
2009,4.5,24,10,5,1,3,4
1488,4.8,24,10,4,2,3,4
662,4.9,24,10,4,2,3,4
1230,5.2,24,9,5,2,3,4
2566,5.0,24,9,4,2,3,4
1425,5.4,24,9,4,1,3,4
2170,5.2,24,10,4,2,4,4
1666,3.0,25,14,4,3,1,2
2295,3.4,25,12,5,1,2,2
1904,3.8,25,12,4,3,2,2
1755,3.4,25,11,5,3,2,2
1866,3.9,25,12,5,2,3,2
1912,3.7,25,11,5,2,3,2
2229,3.7,25,11,5,2,3,2
1325,3.5,25,12,6,2,2,3
2272,3.7,25,12,5,1,2,3
1436,4.0,25,12,5,1,2,3
868,4.3,25,12,5,1,2,3
1761,4.5,25,12,4,2,2,3
1422,4.1,25,11,6,1,2,3
1487,4.3,25,11,5,2,2,3
1201,4.6,25,11,5,1,2,3
2507,4.3,25,10,6,2,2,3
2775,4.1,25,11,5,2,3,3
1936,4.4,25,11,5,2,3,3
1244,4.3,25,10,5,3,3,3
2202,4.3,25,10,5,3,3,3
492,4.2,25,10,5,2,3,3
1406,4.5,25,10,5,2,3,3
2762,4.8,25,10,4,3,3,3
2520,4.0,25,9,6,2,3,3
2759,4.8,25,9,5,2,3,3
2227,4.4,25,11,5,2,2,4
2410,5.1,25,10,5,2,3,4
503,5.3,25,10,5,2,3,4
2317,5.1,25,10,5,1,3,4
1610,4.8,25,10,4,2,3,4
2767,6.1,25,8,5,2,4,4
922,5.9,25,10,5,2,2,5
591,5.3,25,10,4,2,2,5
506,3.2,26,14,4,2,2,2
1232,3.3,26,14,4,2,2,2
418,3.3,26,12,7,1,2,2
1797,3.8,26,12,5,2,3,2
1331,3.4,26,13,5,2,4,2
1405,4.0,26,10,5,2,4,2
2221,4.0,26,13,5,3,1,3
586,4.1,26,13,5,1,2,3
2135,3.7,26,13,4,2,2,3
1802,4.1,26,13,4,2,2,3
837,4.0,26,12,5,3,2,3
1829,3.5,26,12,5,2,2,3
1734,3.7,26,12,5,2,2,3
674,4.0,26,12,5,2,2,3
2257,4.3,26,12,5,2,2,3
2555,3.9,26,11,6,2,2,3
1160,3.8,26,12,5,1,3,3
2531,4.1,26,12,4,2,3,3
2782,4.0,26,11,6,2,3,3
1534,4.7,26,10,5,2,3,3
2754,4.4,26,9,6,2,3,3
2197,4.5,26,11,5,1,4,3
2753,4.2,26,10,5,2,4,3
1066,4.6,26,12,4,2,2,4
885,4.7,26,11,5,2,2,4
2146,4.6,26,10,6,3,2,4
826,4.3,26,11,5,2,3,4
1987,4.6,26,10,6,2,3,4
821,4.8,26,10,5,2,3,4
1984,5.0,26,10,5,2,3,4
1903,5.1,26,9,4,3,4,4
2502,5.0,26,10,6,2,2,5
457,5.9,26,11,5,2,3,5
1807,5.6,26,10,4,2,3,5
2757,6.5,26,8,5,2,2,6
1101,2.8,27,13,5,2,3,1
2486,3.2,27,13,6,2,2,2
1627,3.5,27,11,7,2,3,2
792,3.7,27,14,5,1,2,3
669,3.8,27,13,6,2,2,3
912,3.8,27,13,5,2,2,3
1441,3.9,27,13,5,1,2,3
2114,3.8,27,12,6,2,2,3
1512,4.4,27,12,5,3,2,3
2240,3.6,27,13,5,2,3,3
1366,4.0,27,12,5,2,3,3
1373,4.2,27,11,6,2,3,3
582,4.1,27,11,5,3,3,3
1091,3.9,27,13,4,2,4,3
2550,4.3,27,11,6,1,4,3
2719,4.6,27,11,5,2,2,4
1705,4.3,27,12,5,2,3,4
1731,4.4,27,11,6,2,3,4
1483,4.9,27,11,6,2,3,4
1591,4.7,27,10,5,2,3,4
2491,4.9,27,10,5,2,3,4
2752,4.7,27,9,7,4,3,4
1138,5.1,27,9,6,3,3,4
1698,5.1,27,10,5,2,4,4
139,5.1,27,10,6,2,3,5
2820,5.3,27,10,4,3,3,5
2206,2.9,28,15,6,1,2,2
2186,3.7,28,13,6,2,3,2
1636,3.3,28,15,6,1,1,3
1685,4.0,28,13,6,2,2,3
2585,3.8,28,13,5,3,2,3
2535,3.3,28,12,7,2,2,3
1442,4.0,28,13,6,1,3,3
2980,4.2,28,12,6,3,3,3
1834,3.8,28,12,6,2,3,3
1309,4.0,28,12,6,2,3,3
2411,4.0,28,12,6,2,3,3
2804,4.0,28,12,6,2,3,3
2340,4.1,28,12,6,2,3,3
2070,4.2,28,12,6,2,3,3
1349,4.2,28,12,5,2,3,3
941,4.3,28,11,7,2,3,3
147,4.2,28,12,6,2,4,3
667,4.9,28,10,6,2,5,3
1515,4.3,28,12,7,2,2,4
2225,4.6,28,10,8,2,2,4
2383,4.4,28,13,5,2,3,4
2228,4.5,28,13,5,1,3,4
1944,4.5,28,12,5,2,3,4
1454,4.6,28,12,5,2,3,4
2078,4.6,28,12,5,2,3,4
1917,5.0,28,11,6,2,3,4
2409,4.9,28,11,6,2,4,4
2026,5.1,28,11,4,3,3,5
1659,5.2,28,10,6,2,3,5
2097,5.3,28,10,6,2,3,5
2901,5.8,28,10,5,3,3,5
1247,5.6,28,9,6,3,3,5
1707,6.1,28,9,6,2,4,5
743,5.9,28,10,5,2,4,6
1888,2.4,29,15,6,2,2,1
1620,3.4,29,14,5,2,3,2
1754,3.5,29,13,6,2,4,2
1806,4.0,29,13,6,3,2,3
2751,3.8,29,13,5,2,3,3
2546,4.2,29,12,7,3,3,3
2646,4.2,29,12,6,3,3,3
1724,4.2,29,12,6,2,3,3
1790,4.0,29,12,5,3,3,3
2171,3.8,29,13,6,2,4,3
1930,4.0,29,12,5,2,4,3
599,4.2,29,14,6,2,2,4
735,4.2,29,13,6,3,2,4
2823,4.3,29,13,5,2,2,4
2739,4.7,29,12,7,3,2,4
1276,4.5,29,13,5,2,3,4
1233,3.7,29,12,7,2,3,4
2672,4.4,29,12,7,2,3,4
613,4.4,29,12,6,2,3,4
2184,4.4,29,12,6,2,3,4
2342,4.8,29,11,6,2,4,4
724,5.1,29,11,6,2,4,4
540,4.8,29,12,6,3,2,5
2841,4.5,29,11,7,2,2,5
2705,4.9,29,10,6,4,3,5
2067,5.3,29,10,6,1,5,5
1148,5.6,29,11,5,2,4,6
1175,3.2,30,15,6,3,2,2
1983,3.5,30,14,6,2,2,3
877,4.0,30,13,7,2,2,3
2642,3.7,30,15,5,3,3,3
2863,3.7,30,14,6,3,3,3
1864,3.8,30,14,5,2,3,3
2879,3.7,30,13,7,3,3,3
1032,3.5,30,13,7,2,3,3
1081,4.0,30,13,7,2,3,3
2027,4.0,30,13,6,2,3,3
2478,4.0,30,12,6,3,3,3
1660,4.0,30,13,7,2,4,3
718,4.0,30,13,6,2,4,3
694,4.1,30,13,6,2,4,3
2248,3.8,30,15,6,2,2,4
965,4.1,30,14,7,1,2,4
1086,4.0,30,14,6,3,2,4
1614,4.0,30,14,6,3,2,4
928,4.0,30,14,6,2,3,4
831,4.2,30,14,5,3,3,4
2656,4.2,30,13,6,2,3,4
1703,4.3,30,13,6,2,3,4
1050,4.5,30,13,6,2,3,4
1115,4.3,30,13,5,3,3,4
1854,4.3,30,11,8,3,3,4
1958,4.2,30,11,8,2,3,4
1598,4.6,30,12,7,2,4,4
2874,4.5,30,12,6,3,4,4
2319,5.0,30,11,6,3,4,4
1312,4.3,30,13,7,2,2,5
665,5.4,30,11,6,3,3,5
1941,5.7,30,12,6,2,4,5
1881,3.2,31,15,7,3,2,2
2393,3.2,31,14,7,3,3,2
197,3.6,31,15,7,2,2,3
1481,3.8,31,14,6,3,2,3
1878,3.6,31,16,6,1,3,3
414,3.5,31,15,7,3,3,3
1961,3.8,31,14,7,3,3,3
2470,3.7,31,14,6,3,3,3
2687,4.0,31,14,6,3,3,3
2122,4.0,31,14,6,2,3,3
1584,4.3,31,14,6,2,3,3
2615,3.9,31,15,6,2,2,4
1154,4.2,31,14,5,3,2,4
2173,4.3,31,13,8,2,2,4
1455,3.9,31,13,7,3,2,4
2426,3.8,31,14,7,2,3,4
1049,4.1,31,14,7,2,3,4
2885,4.0,31,14,7,1,3,4
1762,4.1,31,14,6,3,3,4
2854,4.2,31,13,7,2,3,4
963,4.1,31,13,6,3,3,4
213,4.4,31,13,6,3,3,4
2677,4.3,31,15,5,2,4,4
2485,4.3,31,13,6,2,4,4
1824,4.7,31,11,6,4,4,4
2356,4.9,31,13,6,2,4,5
2833,5.2,31,12,5,2,5,5
2440,5.9,31,10,6,2,4,6
254,5.7,31,12,6,2,3,7
2163,2.9,32,15,8,3,2,2
2831,3.3,32,16,6,3,3,2
1799,3.0,32,17,6,3,2,3
1830,3.1,32,17,6,2,2,3
1416,3.5,32,15,6,3,2,3
223,4.0,32,15,6,2,3,3
2129,3.3,32,14,8,3,3,3
621,3.9,32,14,7,2,4,3
2294,4.0,32,14,6,3,4,3
394,4.0,32,13,8,2,4,3
748,4.3,32,14,7,3,2,4
2369,3.9,32,17,5,2,3,4
1484,4.0,32,16,6,2,3,4
673,3.7,32,16,5,3,3,4
932,3.8,32,16,5,2,3,4
1760,4.0,32,15,6,2,3,4
2620,4.0,32,14,7,3,3,4
1578,4.3,32,14,6,3,3,4
2693,4.1,32,15,5,3,4,4
1087,4.3,32,14,6,3,4,4
2179,4.3,32,13,6,3,4,4
2630,4.3,32,13,6,3,4,4
2870,4.4,32,13,6,3,4,4
960,4.8,32,13,6,2,4,4
2467,4.6,32,12,8,3,4,4
1808,4.4,32,15,5,3,2,5
2850,4.5,32,14,6,3,3,5
1932,4.4,32,15,5,2,4,5
1895,4.5,32,13,8,2,4,5
1684,5.0,32,13,7,2,4,5
1940,5.5,32,12,6,3,4,5
1823,5.6,32,12,7,2,4,6
1222,5.2,32,12,6,3,4,6
2216,6.1,32,11,6,2,5,7
1771,3.2,33,17,6,3,2,3
1030,3.6,33,16,6,3,3,3
1069,3.6,33,15,7,3,3,3
2892,3.8,33,13,8,3,3,3
1159,3.9,33,15,7,2,4,3
2702,4.3,33,16,6,2,2,4
2362,4.5,33,15,7,3,3,4
2501,3.9,33,15,7,2,3,4
2224,4.3,33,15,7,2,3,4
494,3.9,33,15,6,3,3,4
1106,4.2,33,14,8,3,3,4
473,4.1,33,15,6,2,4,4
2300,4.3,33,15,5,2,4,4
329,4.2,33,14,7,2,4,4
2099,4.1,33,14,6,4,4,4
1889,4.2,33,14,6,2,4,4
2733,4.1,33,13,8,2,4,4
1552,4.2,33,13,7,3,4,4
1652,4.4,33,13,7,2,4,4
1902,4.7,33,13,6,3,4,4
1164,4.9,33,12,7,3,4,4
716,4.3,33,14,6,3,5,4
521,4.1,33,13,7,3,5,4
1925,4.4,33,13,7,3,5,4
704,4.4,33,15,6,3,3,5
2605,4.5,33,14,7,2,3,5
1793,4.5,33,14,6,3,3,5
78,4.6,33,14,6,3,4,5
1142,4.9,33,13,6,3,4,5
1177,5.0,33,13,6,3,4,5
2521,5.0,33,13,6,2,4,5
2700,5.5,33,12,5,3,5,5
2004,4.4,33,15,6,3,3,6
2593,5.3,33,13,7,3,3,6
560,5.7,33,11,8,3,3,6
2420,5.4,33,13,6,2,4,6
2667,5.3,33,13,6,2,5,6
2896,2.9,34,18,7,3,2,2
555,3.0,34,17,7,3,3,2
1334,3.2,34,16,7,4,3,2
2337,2.8,34,18,8,2,2,3
2311,3.5,34,17,5,3,3,3
676,3.5,34,16,6,3,3,3
1214,3.8,34,15,7,3,4,3
1528,3.6,34,17,7,3,2,4
1031,3.6,34,18,6,2,3,4
2811,3.8,34,16,8,2,3,4
2599,3.9,34,16,7,3,3,4
987,4.3,34,16,6,3,3,4
1429,3.9,34,15,8,2,3,4
2497,4.0,34,15,7,3,3,4
1747,4.2,34,15,7,3,3,4
1928,4.3,34,15,7,3,3,4
2525,4.3,34,15,6,4,3,4
1739,4.1,34,14,8,3,3,4
2483,4.1,34,14,7,3,3,4
1249,4.3,34,16,6,2,4,4
2103,3.9,34,15,8,3,4,4
441,3.9,34,15,6,3,4,4
1858,4.1,34,15,6,3,4,4
2429,4.3,34,14,7,2,4,4
2534,4.2,34,14,7,3,5,4
1918,4.2,34,15,7,3,2,5
2376,4.4,34,16,6,2,3,5
1993,4.5,34,15,7,2,3,5
1020,4.7,34,14,8,3,3,5
1809,4.7,34,13,7,3,3,5
647,4.3,34,15,6,3,4,5
619,4.8,34,15,5,3,4,5
2003,4.4,34,13,8,3,4,5
2500,4.9,34,13,8,2,4,5
1876,4.8,34,13,7,4,4,5
1505,4.7,34,13,7,3,4,5
2814,4.7,34,13,7,3,4,5
1921,4.8,34,13,6,3,4,5
2540,4.9,34,12,7,3,4,5
470,5.2,34,11,8,3,5,5
2398,5.2,34,13,7,2,4,6
1304,5.5,34,11,8,3,5,6
1051,5.8,34,13,6,3,4,7
2498,5.8,34,13,6,3,4,7
1191,3.4,35,18,6,3,2,3
2712,3.1,35,18,7,3,3,3
391,3.3,35,18,7,2,3,3
2126,3.4,35,18,7,2,3,3
2725,3.4,35,17,8,3,3,3
2598,3.2,35,17,7,3,3,3
1607,3.3,35,17,7,3,3,3
823,3.5,35,16,8,2,4,3
934,3.9,35,16,7,3,4,3
1165,3.4,35,15,8,3,4,3
2469,3.6,35,16,7,3,5,3
2827,3.7,35,15,8,3,5,3
2660,3.9,35,14,8,3,5,3
1532,3.8,35,15,8,3,2,4
2297,3.6,35,18,6,2,3,4
2539,3.5,35,17,7,3,3,4
1651,3.6,35,17,7,3,3,4
447,3.6,35,17,7,2,3,4
968,3.5,35,16,8,2,3,4
1216,4.0,35,15,9,3,3,4
2463,4.0,35,15,8,3,3,4
2603,4.1,35,14,9,4,3,4
1034,3.9,35,16,7,3,4,4
2880,3.8,35,16,7,2,4,4
267,4.0,35,16,7,2,4,4
2669,4.0,35,16,6,3,4,4
2108,4.2,35,15,8,2,4,4
2524,3.9,35,15,7,4,4,4
1879,4.0,35,14,8,3,4,4
535,4.0,35,14,7,4,4,4
2492,4.1,35,14,7,3,5,4
2425,4.2,35,16,7,2,3,5
1939,4.3,35,15,8,2,3,5
1527,4.7,35,15,8,2,3,5
2495,4.7,35,15,7,2,4,5
1910,4.4,35,15,6,3,4,5
1566,4.5,35,15,6,3,4,5
1519,4.8,35,14,8,2,4,5
2234,4.5,35,14,7,4,4,5
2894,4.3,35,14,7,3,4,5
1604,4.9,35,14,7,3,4,5
1266,4.8,35,13,7,3,4,5
1107,5.0,35,13,6,4,4,5
2608,4.6,35,15,7,3,5,5
2512,4.6,35,14,6,3,5,5
1265,4.6,35,14,8,2,3,6
1184,4.9,35,15,7,2,4,6
2310,5.0,35,13,8,3,4,6
1202,5.2,35,13,8,2,4,6
1250,5.1,35,12,8,3,4,6
921,5.3,35,12,8,2,4,6
1839,5.2,35,13,6,3,5,6
1727,5.9,35,12,7,3,5,6
1452,5.8,35,13,6,2,4,7
40,5.9,35,11,7,3,4,7
1945,6.5,35,13,6,3,4,8
2574,3.3,36,18,8,3,3,3
663,3.6,36,18,7,2,3,3
1363,3.8,36,16,8,4,3,3
1729,3.5,36,16,8,3,3,3
2231,3.7,36,16,9,2,4,3
1929,3.2,36,16,8,3,4,3
2399,3.5,36,16,8,3,4,3
1533,3.6,36,15,9,4,4,3
1288,3.5,36,17,8,3,2,4
2499,3.9,36,17,7,3,2,4
1564,3.8,36,16,8,3,3,4
61,3.7,36,16,8,2,3,4
1693,4.2,36,15,8,4,3,4
1954,3.9,36,16,8,3,4,4
1628,3.9,36,14,9,4,4,4
2120,4.1,36,18,7,2,2,5
1506,4.1,36,15,8,4,3,5
2565,4.5,36,15,8,3,3,5
680,4.1,36,15,7,4,3,5
1633,4.7,36,14,9,3,3,5
2624,4.4,36,14,7,4,3,5
2591,4.0,36,16,7,3,4,5
635,4.3,36,16,7,3,4,5
1351,4.3,36,16,7,3,4,5
2111,4.3,36,16,7,2,4,5
279,4.5,36,15,8,3,4,5
2255,4.5,36,15,8,3,4,5
1113,4.6,36,15,8,3,4,5
1841,4.6,36,15,7,4,4,5
1065,4.6,36,15,7,3,4,5
